input,target
"""1 1 1 0 0 5 1 5 'bit' 1 ""","""Algoritmo conversion Leer 'bit' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'nan' 1 ""","""Algoritmo conversion Leer 'nan' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'job' 1 ""","""Algoritmo conversion Leer 'job' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'api' 1 ""","""Algoritmo conversion Leer 'api' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'par' 1 ""","""Algoritmo conversion Leer 'par' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'url' 1 ""","""Algoritmo conversion Leer 'url' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'uri' 1 ""","""Algoritmo conversion Leer 'uri' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'red' 1 ""","""Algoritmo conversion Leer 'red' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'sal' 1 ""","""Algoritmo conversion Leer 'sal' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'bit' 1 ""","""Algoritmo conversion Leer 'bit' FinAlgoritmo"""
"""1 1 1 0 0 5 1 5 'nan' 1 ""","""Algoritmo conversion Leer 'nan' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'data' 1 ""","""Algoritmo conversion Leer 'data' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'temp' 1 ""","""Algoritmo conversion Leer 'temp' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'flag' 1 ""","""Algoritmo conversion Leer 'flag' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'size' 1 ""","""Algoritmo conversion Leer 'size' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'area' 1 ""","""Algoritmo conversion Leer 'area' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'time' 1 ""","""Algoritmo conversion Leer 'time' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'date' 1 ""","""Algoritmo conversion Leer 'date' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'rate' 1 ""","""Algoritmo conversion Leer 'rate' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'cost' 1 ""","""Algoritmo conversion Leer 'cost' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'mode' 1 ""","""Algoritmo conversion Leer 'mode' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'step' 1 ""","""Algoritmo conversion Leer 'step' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'list' 1 ""","""Algoritmo conversion Leer 'list' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'tree' 1 ""","""Algoritmo conversion Leer 'tree' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'node' 1 ""","""Algoritmo conversion Leer 'node' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'edge' 1 ""","""Algoritmo conversion Leer 'edge' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'path' 1 ""","""Algoritmo conversion Leer 'path' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'root' 1 ""","""Algoritmo conversion Leer 'root' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'leaf' 1 ""","""Algoritmo conversion Leer 'leaf' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'mode' 1 ""","""Algoritmo conversion Leer 'mode' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'body' 1 ""","""Algoritmo conversion Leer 'body' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'sort' 1 ""","""Algoritmo conversion Leer 'sort' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'join' 1 ""","""Algoritmo conversion Leer 'join' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'item' 1 ""","""Algoritmo conversion Leer 'item' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'pair' 1 ""","""Algoritmo conversion Leer 'pair' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'disk' 1 ""","""Algoritmo conversion Leer 'disk' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'file' 1 ""","""Algoritmo conversion Leer 'file' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'path' 1 ""","""Algoritmo conversion Leer 'path' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'host' 1 ""","""Algoritmo conversion Leer 'host' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'port' 1 ""","""Algoritmo conversion Leer 'port' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'hash' 1 ""","""Algoritmo conversion Leer 'hash' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'salt' 1 ""","""Algoritmo conversion Leer 'salt' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'text' 1 ""","""Algoritmo conversion Leer 'text' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'char' 1 ""","""Algoritmo conversion Leer 'char' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'byte' 1 ""","""Algoritmo conversion Leer 'byte' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'true' 1 ""","""Algoritmo conversion Leer 'true' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'null' 1 ""","""Algoritmo conversion Leer 'null' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'enum' 1 ""","""Algoritmo conversion Leer 'enum' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'task' 1 ""","""Algoritmo conversion Leer 'task' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'suma' 1 ""","""Algoritmo conversion Leer 'suma' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'alto' 1 ""","""Algoritmo conversion Leer 'alto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'area' 1 ""","""Algoritmo conversion Leer 'area' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'peso' 1 ""","""Algoritmo conversion Leer 'peso' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'tasa' 1 ""","""Algoritmo conversion Leer 'tasa' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'moda' 1 ""","""Algoritmo conversion Leer 'moda' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'paso' 1 ""","""Algoritmo conversion Leer 'paso' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'fila' 1 ""","""Algoritmo conversion Leer 'fila' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'mapa' 1 ""","""Algoritmo conversion Leer 'mapa' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'cola' 1 ""","""Algoritmo conversion Leer 'cola' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'pila' 1 ""","""Algoritmo conversion Leer 'pila' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'nodo' 1 ""","""Algoritmo conversion Leer 'nodo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'ruta' 1 ""","""Algoritmo conversion Leer 'ruta' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'raiz' 1 ""","""Algoritmo conversion Leer 'raiz' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'hoja' 1 ""","""Algoritmo conversion Leer 'hoja' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'rama' 1 ""","""Algoritmo conversion Leer 'rama' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'hijo' 1 ""","""Algoritmo conversion Leer 'hijo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'modo' 1 ""","""Algoritmo conversion Leer 'modo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'unir' 1 ""","""Algoritmo conversion Leer 'unir' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'item' 1 ""","""Algoritmo conversion Leer 'item' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'ruta' 1 ""","""Algoritmo conversion Leer 'ruta' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'host' 1 ""","""Algoritmo conversion Leer 'host' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'hash' 1 ""","""Algoritmo conversion Leer 'hash' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'byte' 1 ""","""Algoritmo conversion Leer 'byte' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'nulo' 1 ""","""Algoritmo conversion Leer 'nulo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'hilo' 1 ""","""Algoritmo conversion Leer 'hilo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 6 'cola' 1 ""","""Algoritmo conversion Leer 'cola' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'count' 1 ""","""Algoritmo conversion Leer 'count' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'index' 1 ""","""Algoritmo conversion Leer 'index' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'total' 1 ""","""Algoritmo conversion Leer 'total' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'value' 1 ""","""Algoritmo conversion Leer 'value' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'input' 1 ""","""Algoritmo conversion Leer 'input' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'email' 1 ""","""Algoritmo conversion Leer 'email' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'width' 1 ""","""Algoritmo conversion Leer 'width' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'depth' 1 ""","""Algoritmo conversion Leer 'depth' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'speed' 1 ""","""Algoritmo conversion Leer 'speed' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'price' 1 ""","""Algoritmo conversion Leer 'price' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'limit' 1 ""","""Algoritmo conversion Leer 'limit' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'range' 1 ""","""Algoritmo conversion Leer 'range' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'ratio' 1 ""","""Algoritmo conversion Leer 'ratio' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'array' 1 ""","""Algoritmo conversion Leer 'array' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'queue' 1 ""","""Algoritmo conversion Leer 'queue' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'stack' 1 ""","""Algoritmo conversion Leer 'stack' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'graph' 1 ""","""Algoritmo conversion Leer 'graph' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'level' 1 ""","""Algoritmo conversion Leer 'level' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'depth' 1 ""","""Algoritmo conversion Leer 'depth' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'child' 1 ""","""Algoritmo conversion Leer 'child' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'class' 1 ""","""Algoritmo conversion Leer 'class' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'event' 1 ""","""Algoritmo conversion Leer 'event' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'state' 1 ""","""Algoritmo conversion Leer 'state' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'scope' 1 ""","""Algoritmo conversion Leer 'scope' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'query' 1 ""","""Algoritmo conversion Leer 'query' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'order' 1 ""","""Algoritmo conversion Leer 'order' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'group' 1 ""","""Algoritmo conversion Leer 'group' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'union' 1 ""","""Algoritmo conversion Leer 'union' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'entry' 1 ""","""Algoritmo conversion Leer 'entry' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'field' 1 ""","""Algoritmo conversion Leer 'field' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'value' 1 ""","""Algoritmo conversion Leer 'value' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'tuple' 1 ""","""Algoritmo conversion Leer 'tuple' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'cache' 1 ""","""Algoritmo conversion Leer 'cache' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'token' 1 ""","""Algoritmo conversion Leer 'token' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'regex' 1 ""","""Algoritmo conversion Leer 'regex' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'float' 1 ""","""Algoritmo conversion Leer 'float' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'false' 1 ""","""Algoritmo conversion Leer 'false' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'local' 1 ""","""Algoritmo conversion Leer 'local' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'queue' 1 ""","""Algoritmo conversion Leer 'queue' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'timer' 1 ""","""Algoritmo conversion Leer 'timer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'delay' 1 ""","""Algoritmo conversion Leer 'delay' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'total' 1 ""","""Algoritmo conversion Leer 'total' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'datos' 1 ""","""Algoritmo conversion Leer 'datos' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'valor' 1 ""","""Algoritmo conversion Leer 'valor' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'ancho' 1 ""","""Algoritmo conversion Leer 'ancho' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'radio' 1 ""","""Algoritmo conversion Leer 'radio' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'fecha' 1 ""","""Algoritmo conversion Leer 'fecha' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'costo' 1 ""","""Algoritmo conversion Leer 'costo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'monto' 1 ""","""Algoritmo conversion Leer 'monto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'saldo' 1 ""","""Algoritmo conversion Leer 'saldo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'rango' 1 ""","""Algoritmo conversion Leer 'rango' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'ratio' 1 ""","""Algoritmo conversion Leer 'ratio' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'lista' 1 ""","""Algoritmo conversion Leer 'lista' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'arbol' 1 ""","""Algoritmo conversion Leer 'arbol' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'grafo' 1 ""","""Algoritmo conversion Leer 'grafo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'nivel' 1 ""","""Algoritmo conversion Leer 'nivel' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'padre' 1 ""","""Algoritmo conversion Leer 'padre' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'clase' 1 ""","""Algoritmo conversion Leer 'clase' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'orden' 1 ""","""Algoritmo conversion Leer 'orden' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'grupo' 1 ""","""Algoritmo conversion Leer 'grupo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'union' 1 ""","""Algoritmo conversion Leer 'union' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'campo' 1 ""","""Algoritmo conversion Leer 'campo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'clave' 1 ""","""Algoritmo conversion Leer 'clave' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'valor' 1 ""","""Algoritmo conversion Leer 'valor' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'tupla' 1 ""","""Algoritmo conversion Leer 'tupla' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'flujo' 1 ""","""Algoritmo conversion Leer 'flujo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'cache' 1 ""","""Algoritmo conversion Leer 'cache' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'disco' 1 ""","""Algoritmo conversion Leer 'disco' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'token' 1 ""","""Algoritmo conversion Leer 'token' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'clave' 1 ""","""Algoritmo conversion Leer 'clave' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'regex' 1 ""","""Algoritmo conversion Leer 'regex' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'texto' 1 ""","""Algoritmo conversion Leer 'texto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'doble' 1 ""","""Algoritmo conversion Leer 'doble' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'FALSO' 1 ""","""Algoritmo conversion Leer 'FALSO' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'local' 1 ""","""Algoritmo conversion Leer 'local' FinAlgoritmo"""
"""1 1 1 0 0 5 1 7 'tarea' 1 ""","""Algoritmo conversion Leer 'tarea' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'result' 1 ""","""Algoritmo conversion Leer 'result' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'output' 1 ""","""Algoritmo conversion Leer 'output' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'buffer' 1 ""","""Algoritmo conversion Leer 'buffer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'length' 1 ""","""Algoritmo conversion Leer 'length' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'height' 1 ""","""Algoritmo conversion Leer 'height' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'radius' 1 ""","""Algoritmo conversion Leer 'radius' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'volume' 1 ""","""Algoritmo conversion Leer 'volume' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'weight' 1 ""","""Algoritmo conversion Leer 'weight' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'amount' 1 ""","""Algoritmo conversion Leer 'amount' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'offset' 1 ""","""Algoritmo conversion Leer 'offset' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'median' 1 ""","""Algoritmo conversion Leer 'median' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'factor' 1 ""","""Algoritmo conversion Leer 'factor' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'column' 1 ""","""Algoritmo conversion Leer 'column' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'matrix' 1 ""","""Algoritmo conversion Leer 'matrix' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'vertex' 1 ""","""Algoritmo conversion Leer 'vertex' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'branch' 1 ""","""Algoritmo conversion Leer 'branch' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'parent' 1 ""","""Algoritmo conversion Leer 'parent' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'object' 1 ""","""Algoritmo conversion Leer 'object' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'method' 1 ""","""Algoritmo conversion Leer 'method' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'status' 1 ""","""Algoritmo conversion Leer 'status' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'option' 1 ""","""Algoritmo conversion Leer 'option' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'module' 1 ""","""Algoritmo conversion Leer 'module' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'header' 1 ""","""Algoritmo conversion Leer 'header' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'filter' 1 ""","""Algoritmo conversion Leer 'filter' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'subset' 1 ""","""Algoritmo conversion Leer 'subset' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'record' 1 ""","""Algoritmo conversion Leer 'record' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'stream' 1 ""","""Algoritmo conversion Leer 'stream' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'buffer' 1 ""","""Algoritmo conversion Leer 'buffer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'memory' 1 ""","""Algoritmo conversion Leer 'memory' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'folder' 1 ""","""Algoritmo conversion Leer 'folder' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'domain' 1 ""","""Algoritmo conversion Leer 'domain' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'socket' 1 ""","""Algoritmo conversion Leer 'socket' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'secret' 1 ""","""Algoritmo conversion Leer 'secret' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'cipher' 1 ""","""Algoritmo conversion Leer 'cipher' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'string' 1 ""","""Algoritmo conversion Leer 'string' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'double' 1 ""","""Algoritmo conversion Leer 'double' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'global' 1 ""","""Algoritmo conversion Leer 'global' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'static' 1 ""","""Algoritmo conversion Leer 'static' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'thread' 1 ""","""Algoritmo conversion Leer 'thread' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'indice' 1 ""","""Algoritmo conversion Leer 'indice' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'salida' 1 ""","""Algoritmo conversion Leer 'salida' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'correo' 1 ""","""Algoritmo conversion Leer 'correo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'buffer' 1 ""","""Algoritmo conversion Leer 'buffer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'tamaño' 1 ""","""Algoritmo conversion Leer 'tamaño' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'tiempo' 1 ""","""Algoritmo conversion Leer 'tiempo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'precio' 1 ""","""Algoritmo conversion Leer 'precio' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'limite' 1 ""","""Algoritmo conversion Leer 'limite' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'umbral' 1 ""","""Algoritmo conversion Leer 'umbral' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'factor' 1 ""","""Algoritmo conversion Leer 'factor' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'matriz' 1 ""","""Algoritmo conversion Leer 'matriz' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'arista' 1 ""","""Algoritmo conversion Leer 'arista' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'objeto' 1 ""","""Algoritmo conversion Leer 'objeto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'metodo' 1 ""","""Algoritmo conversion Leer 'metodo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'evento' 1 ""","""Algoritmo conversion Leer 'evento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'estado' 1 ""","""Algoritmo conversion Leer 'estado' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'opcion' 1 ""","""Algoritmo conversion Leer 'opcion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'ajuste' 1 ""","""Algoritmo conversion Leer 'ajuste' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'modulo' 1 ""","""Algoritmo conversion Leer 'modulo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'cuerpo' 1 ""","""Algoritmo conversion Leer 'cuerpo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'filtro' 1 ""","""Algoritmo conversion Leer 'filtro' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'buffer' 1 ""","""Algoritmo conversion Leer 'buffer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'puerto' 1 ""","""Algoritmo conversion Leer 'puerto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'socket' 1 ""","""Algoritmo conversion Leer 'socket' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'sesion' 1 ""","""Algoritmo conversion Leer 'sesion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'patron' 1 ""","""Algoritmo conversion Leer 'patron' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'cadena' 1 ""","""Algoritmo conversion Leer 'cadena' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'entero' 1 ""","""Algoritmo conversion Leer 'entero' FinAlgoritmo"""
"""1 1 1 0 0 5 1 8 'global' 1 ""","""Algoritmo conversion Leer 'global' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'balance' 1 ""","""Algoritmo conversion Leer 'balance' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'average' 1 ""","""Algoritmo conversion Leer 'average' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'divisor' 1 ""","""Algoritmo conversion Leer 'divisor' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'product' 1 ""","""Algoritmo conversion Leer 'product' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'sibling' 1 ""","""Algoritmo conversion Leer 'sibling' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'pointer' 1 ""","""Algoritmo conversion Leer 'pointer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'handler' 1 ""","""Algoritmo conversion Leer 'handler' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'setting' 1 ""","""Algoritmo conversion Leer 'setting' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'context' 1 ""","""Algoritmo conversion Leer 'context' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'package' 1 ""","""Algoritmo conversion Leer 'package' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'library' 1 ""","""Algoritmo conversion Leer 'library' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'request' 1 ""","""Algoritmo conversion Leer 'request' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'payload' 1 ""","""Algoritmo conversion Leer 'payload' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'element' 1 ""","""Algoritmo conversion Leer 'element' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'storage' 1 ""","""Algoritmo conversion Leer 'storage' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'address' 1 ""","""Algoritmo conversion Leer 'address' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'network' 1 ""","""Algoritmo conversion Leer 'network' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'session' 1 ""","""Algoritmo conversion Leer 'session' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'pattern' 1 ""","""Algoritmo conversion Leer 'pattern' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'integer' 1 ""","""Algoritmo conversion Leer 'integer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'boolean' 1 ""","""Algoritmo conversion Leer 'boolean' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'dynamic' 1 ""","""Algoritmo conversion Leer 'dynamic' FinAlgoritmo"""
